Assignee,Inventor Name,Document Type,Publication Year,Filing Year,Document Count
WISCONSIN ALUMNI RES FOUND (US); DUMESIC JAMES A (US); ROMAN-LESHKOV YURIY (US),DUMESIC JAMES A (US); ROMAN-LESHKOV YURIY (US),WIPO,2008.0,2008.0,1
"WOODWARD GOVERNOR CO (Fort Collins CO 80525, US)",WILMOT THEODORE S (US); BRZOSTEK RICHARD S (US); DRISCOLL JOHN C (US),EP,2005.0,2005.0,1
WORMSER ENERGY SOLUTIONS INC (US),WORMSER ALEX (US); PARKES JOHN (US); TODD DOUGLAS M (US),WIPO,2017.0,2016.0,1
"XCRAFT ENTPR LLC (Sandpoint, ID 83864, US)",CLARIDGE JERRY DANIEL (US); MANNING CHARLES FISCHER (US),EP,2017.0,2015.0,1
XCRAFT ENTPR LLC (US),CLARIDGE JERRY DANIEL (US); MANNING CHARLES FISCHER (US),WIPO,2016.0,2015.0,1
XYLECO INC (US),MEDOFF MARSHALL (US),WIPO,2019.0,2018.0,1
XYLECO INC (US); MEDOFF MARSHALL (US),MEDOFF MARSHALL (US),WIPO,2009.0,2009.0,2
XYLECO INC (US); MEDOFF MARSHALL (US),MEDOFF MARSHALL (US),WIPO,2010.0,2009.0,1
XYLECO INC (US); MEDOFF MARSHALL (US); MASTERMAN THOMAS CRAIG (US),MEDOFF MARSHALL (US); MASTERMAN THOMAS CRAIG (US),WIPO,2009.0,2009.0,1
XYLECO INC (US); MEDOFF MARSHALL (US); MASTERMAN THOMAS CRAIG (US),MEDOFF MARSHALL (US); MASTERMAN THOMAS CRAIG (US),WIPO,2013.0,2009.0,1
Xyreco Incorporated,Medoff marshall,JP,2021.0,2018.0,1
"Y & B Investment Corp., Sylmar (US)","Zuck, Daniel R., Sylmar (US)",DE,1992.0,1988.0,1
YALESTOWN CORP NV (NL); PODDUBSKY VALERY ANTONOVICH (RU); GNIDKIN JURY MIKHAILOVICH (RU); VRONSKY JURY NIKKOLAEVICH (RU),PODDUBSKY VALERY ANTONOVICH (RU); GNIDKIN JURY MIKHAILOVICH (RU); VRONSKY JURY NIKKOLAEVICH (RU),WIPO,1997.0,1996.0,1
YALESTOWN CORP NV (NL); SUKHOROSOV JURY LEONIDOVICH (RU); GNIDKIN JURY MIKHAILOVICH (RU); VRONSKY JURY NIKOLAEVICH (RU),SUKHOROSOV JURY LEONIDOVICH (RU); GNIDKIN JURY MIKHAILOVICH (RU); VRONSKY JURY NIKOLAEVICH (RU),WIPO,1997.0,1996.0,1
YASHIN ALEXANDR EVGENIEVICH (BY),YASHIN ALEXANDR EVGENIEVICH (BY),WIPO,1998.0,1997.0,1
YONEDA MITSUYOSHI,YONEDA MITSUYOSHI,JP,1999.0,1997.0,1
"ZERO EMISSIONS AEROSPACE LTD (Bristol BS6 5EZ, GB)",ORCHARD MATTHEW NOEL (GB),EP,2024.0,2022.0,1
ZHEJIANG ZHENTAI ENERGY TECH CO LTD (CN),HU QIANG (CN); WU JIAN (CN),WIPO,2022.0,2021.0,1
ZUCK DANIEL R (US),ZUCK DANIEL R (US),WIPO,1989.0,1988.0,1
ZUNUM AERO INC,BURTON MATTHEW KNAPP; ASHISH ANDREW KUMAR,JP,2021.0,2020.0,1
ZUNUM AERO INC,BURTON MATTHEW KNAPP; ASHISH ANDREW KUMAR,JP,2022.0,2022.0,1
"ZUNUM AERO INC (Redmond WA 98052, US)",KNAPP BURTON MATTHEW (US); KUMAR ASHISH ANDREW (US),EP,2020.0,2015.0,1
ZUNUM AERO INC (US),KUMAR ASHISH ANDREW (US); KNAPP BURTON MATTHEW (US),WIPO,2018.0,2018.0,1
"ZURI COM SE (14000 Praha 4, CZ)",ILLICH MICHAL (CZ); KAPOUN TOMAS (CZ),EP,2023.0,2022.0,1
Zeneca Limited,"Austin, Peter William; Neil, Christopher Juan; Crawley, Patrick Jeruf; Clough, John Martin",JP,1998.0,1995.0,1
"Zivo, Inc.","Peters, Matthew W..; Taylor, Joshua Dee.; Jenny, Madeleine M.; Henton, David E.; Manzer, Leo Yi.",JP,2013.0,2011.0,1
"Zunam Aero, Incorporated","Knaps, Burton, Matthew; Kumar, Ashish, Andrew",JP,2022.0,2020.0,1
"jx Nikko Nisseki Energy Co., Ltd.",Takashi Kaneko; Masanori Hirose,JP,2013.0,2005.0,1
アルケマ  フランス,デユボワ，ジヤン−リユツク,JP,2015.0,2010.0,1
エクリプス  エアロスペース，インコーポレイテッド,ハーランド，ピーター; ハーネス，ケン,JP,2014.0,2013.0,1
ヘイサム，  ヤクブＨＡＩＳＡＭ，Ｙａｋｏｕｂ,ヘイサム，  ヤクブ; リマ，  ゴーセン,JP,2014.0,2012.0,1
独立行政法人海上技術安全研究所,山根  健次; 村上  睦尚; 松本  隆弘; 猪原  祥行; 藤木  信彦; 綾  威雄,JP,2014.0,2010.0,1
